CA,ผลการวิเคราะห์,ระดับความเสี่ยง,ความน่าจะเป็น,คำอธิบายพฤติกรรม,แนวทางดำเนินการ,num_valid_months,ลักษณะการใช้ไฟฟ้า,TRSG,MRU
20012829102,ปกติ,ปานกลาง,0.9998988179740734,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F05402,FNOD0516
20012829491,ปกติ,ปานกลาง,0.9452025836606375,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F13101,FNR20006
20012830401,ปกติ,ปานกลาง,0.9996267724693263,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F08202,FNDG0040
20012830560,ปกติ,ปานกลาง,0.999912198929571,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F12101,FPRS0530
20012831212,ละเมิด,สูง,0.9961241798396822,พฤติกรรมการใช้ไฟผิดปกติชัดเจน,ตรวจสอบภาคสนามทันที,6,ปัจจุบันยังใช้ไฟฟ้า,F02104,FBKW0154
20012831695,ปกติ,ปานกลาง,0.9999057403628576,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F01201,FNOS0410
20012832254,ปกติ,ปานกลาง,0.9998794218218887,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F03101,FBRR0322
20012832307,ปกติ,ปานกลาง,0.999914121206999,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F12101,FPRS0530
20012832461,ปกติ,ปานกลาง,0.9977492051123203,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F03603,FMCP0003
20012832732,ปกติ,ปานกลาง,0.9968203579320104,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F03603,FMCP0003
20012833853,ปกติ,ปานกลาง,0.9950863910045029,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04601,FRAB0004
20012833993,ปกติ,ปานกลาง,0.9998444531902144,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02401,FNBD0002
20012834114,ปกติ,ปานกลาง,0.999867397755462,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04301,FSIP0237
20012836415,ปกติ,ปานกลาง,0.9984950309668283,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F06101,FPCG0633
20012837408,มิเตอร์ชำรุด,ปานกลาง,0.5848972012376288,มิเตอร์อาจมีปัญหาในการแสดงผล,ตรวจสอบมิเตอร์,3,ปัจจุบันยังใช้ไฟฟ้า,F04101,FSRN0005
20012837699,ปกติ,ปานกลาง,0.9831484653943932,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F03601,FPUS0004
20012837706,ปกติ,ปานกลาง,0.9825901749876388,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02401,FNBD0003
20012837804,ละเมิด,สูง,0.7934815435150465,พฤติกรรมการใช้ไฟผิดปกติชัดเจน,ตรวจสอบภาคสนามทันที,3,ปัจจุบันยังใช้ไฟฟ้า,F01201,FNOS0003
20012838848,ปกติ,ปานกลาง,0.9111318180386576,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F12101,FPRS0006
20012839343,ปกติ,ปานกลาง,0.999777703505177,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F09101,FCHC0003
20012840418,ละเมิด,สูง,0.8829986746654971,พฤติกรรมการใช้ไฟผิดปกติชัดเจน,ตรวจสอบภาคสนามทันที,6,ปัจจุบันยังใช้ไฟฟ้า,F02401,FNBD0316
20012840989,ปกติ,ปานกลาง,0.8886621071074058,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F12102,FKBC0052
20012841550,ปกติ,ปานกลาง,0.9635769287654548,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02401,FNBD0003
20012841615,ปกติ,ปานกลาง,0.9724051835758692,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F09101,FCHC0003
20012842304,ปกติ,ปานกลาง,0.9805221723640555,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F08301,FKOG0005
20012842354,ปกติ,ปานกลาง,0.9985839995615388,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04101,FSRN0197
20012842460,ปกติ,ปานกลาง,0.9998536969492939,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F12101,FPRS0006
20012842602,ปกติ,ปานกลาง,0.9997102323201187,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F07101,FSSA0212
20012842922,ปกติ,ปานกลาง,0.9998968807172659,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F15101,FPTC0198
20012843120,ปกติ,ปานกลาง,0.9998999686426717,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02101,FCYP0744
20012844048,ปกติ,ปานกลาง,0.5743646040133826,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02401,FNBD0003
20012844430,ปกติ,ปานกลาง,0.9952786548507205,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04406,FCBR0004
20012844648,ละเมิด,สูง,0.749434435383674,พฤติกรรมการใช้ไฟผิดปกติชัดเจน,ตรวจสอบภาคสนามทันที,6,ปัจจุบันยังใช้ไฟฟ้า,F10101,FPIM0006
20012845050,ปกติ,ปานกลาง,0.6329557604522289,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02401,FNBD0319
20012846046,ปกติ,ปานกลาง,0.9989621375494969,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04401,FTTM0005
